"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"658";2019-04-10;40;"Nice place";"Service was good - we ate inside and it was nice and cool. The food was good we had veg spring rolls and chicken one spicy and one sweeter. Would recommend.";"Bijan"
"659";2019-04-09;30;"Disappointing";"Having eaten previously at Madam Kwan’s I was told this was a more upmarket version serving Malaysian food . It’s fairly large , a cavernous space which means the acoustics aren’t conducive for a relaxing dinner . It’s busy and popular but the food was...More";"Bijan"
"660";2019-04-07;50;"good malaysia local food";"it is like a local fine dining, restaurant, the menu have plenty of choice, serve good wine and reasonable price, need to book table in advance, very busy.";"Bijan"
"661";2019-04-02;50;"Great food";"We was recommended to this restaurant by our concierge service and wasn’t disappointed. The food was excellent Malay cuisine and the restaurant very welcoming. Fabulous atmosphere and service to match";"Bijan"
"662";2019-03-27;30;"Nice venue, average food";"The blurb on their website reads ""Bijan is the ultimate destination for fine Malay cuisine"", and the truth is, it's not. The venue is great, warm, inviting, but the food is simply normal Malay cuisine. It hasn't been elevated in any way and I have...More";"Bijan"
"663";2019-03-27;50;"Authentic Malay dishes, a god experience";"Booked on line from UK very easily. Dinner for two. A choice of indoors or out on the terrace. The menu is easy to understand. The food is served quite quickly and is spicy but not too ""hot"". Service is friendly and attentive. There is...More";"Bijan"
"664";2019-03-21;50;"Always a nice place to come back.";"I was there again, twice for dinner last month with business partners and we enjoyed a lot. Staff were friendly, the waiter was very helpful to choose food, all recommendations were very good in quality and taste and well served. It's a good introduction to...More";"Bijan"
"665";2019-03-20;50;"Awesome Local Cuisine";"It was time to try something other than street food. Our first night in a fine dining restaurant this trip. We were not disappointed. With no booking and a packed house we were lucky to get in. We were a little under dressed but who...More";"Bijan"
"666";2019-03-14;40;"Nice Malaysian food";"Good atmosphere, clean place and good service. The satay was a little dry but taste not bad. The deep fried fish was good with its special spicy sauce. Squid with ink was a highlight. Cocktail was not as expected. Look good but quite sweet.";"Bijan"
"667";2019-03-13;50;"Malay dining!?";"I haven't had the opportunity to eat Malay food at a upper class setting. Coming to this place really shocked me with the quality of dishes commonly known to me, like the sotong. The beef was also fantastic. Service was really good, as the staff...More";"Bijan"
"668";2019-03-07;40;"Great Dinner";"Visited on a Saturday night. Restaurant was busy but not rammed with a good atmosphere. Food was really good, as was the service. Would recommend for a slightly more upmarket dining experience in Kuala Lumpur.";"Bijan"
"669";2019-03-06;40;"First time experience with Malaysian food";"This is my first experience with Malaysian food, we were a group of six and the waiter was very helpful to choose the food, all recommendations were very good except one plate nobody liked, ""calamari"" The staff and management are very friendly and helpful. The...More";"Bijan"
"670";2019-03-03;40;"Best kept KL secret but...";"This was a very pleasant discovery to take our guests to Malaysia too. It only took us 4 years to discover that this place existed. Our guests was asking for Malaysian food and I could not think of any upscale place to take them that...More";"Bijan"
"671";2019-02-25;40;"Tasty Malaysian food";"We went to Bijan twice and found the food to be very good and the staff was helpful, suggesting we order less than we had thought. They were right. The serving sizes were large and we had plenty.";"Bijan"
"672";2019-02-22;50;"Great foods";"I as foreigners really enjoy the foods here. I'm recommended to all people to tried this restaurant. I will bring my family here and show them Malaysia culture. The staff really helpful and smile a lot. Thank you.";"Bijan"
"673";2019-02-13;40;"Delicious food";"Really great place for a date. Delicious food and very good service. The staff were very kind and friendly. Just a little pricey but totally worth it.";"Bijan"
"674";2019-02-11;50;"Amazing!";"My husband and I are currently on our honeymoon and we visited this restaurant last night after reading the reviews on tripadvisor and google. This place is amazing. The service from the staff is silver service quality. They are extremely friendly, they are always around...More";"Bijan"
"675";2019-01-31;50;"Best meal of Malaysian fare to date";"Loved everything about this restaurant: decor, attentive wait staff, music, ambiance. We ate outdoors in the courtyard where fans kept the air moving comfortably. Best dishes we had: dajing bungkus kukus, which are parcels of steamed minced meat in spiced coconut sauce, served in a...More";"Bijan"
"676";2019-01-28;50;"What a find!";"This really is a top class restaurant, the food is delicious and perfectly priced. The Nasi Goreng and Village Chicken top class, you really should go and try it. Book your table it gets busy, the secret was obviously out a while ago.";"Bijan"
"677";2019-01-28;40;"Good food and atmosphere";"We went here with a couple friends when visiting KL. It was a nice enough restaurant. Don't have any complaints as we had a fun night. The only reason its 4 out of 5 is because the price is a bit too much for what...More";"Bijan"
"678";2019-01-27;20;"Underwhelming";"Having read decent reviews before visiting Malaysia, we thought we were booking something ‘authentic and traditional’ when we booked our table at Bijan. We visited towards the end of our holiday, so by the time of our visit had experienced a couple of weeks of...More";"Bijan"
"679";2019-01-15;30;"Nice interior and outside seating";"Liked the ambience friendly attentive service. Food. A lot of fried product from popia to fish. For rendang, prawns in coconut cuŕry, Popia, fried sweet potatoe Bali, one rice and two beers $250ringitt. You can find equal and better food in KL for $100r no...More";"Bijan"
"680";2019-01-13;10;"Crappy and expensive";"Despite Google's and TripAdvisor's good reviews, we found the food bland. The curry lacked flavour and the spices tasted raw. The satay was dry and too sweet. It was expensive for the quality.";"Bijan"
"681";2019-01-13;10;"Bland and overpriced";"Do not come here unless you would like to have a bland, overpriced dinner. We paid 280 and we had satay (unbearably sweet), the steamed beef in a bettel leaf (this one was okay), the jackfruit salad (bland), the lamb shoulder (meat ok, curry bland)...More";"Bijan"
"682";2019-01-12;20;"Dismal Service, Lackluster Food";"Despite the relatively low TripAdvisor rating, I picked Bijan for our final dinner in KL based on our hotel’s recommendation and the numerous references it has received in various dining publications. I should have listened to TripAdvisor - our meal was atrocious overall. Upon arrival,...More";"Bijan"
"683";2019-01-02;50;"Great restaurant with delicious food";"We had dinner two nights in a row at Bijan, because we liked it so much! Everything was really delicious - we especially liked the wild fern, Nasi lemak, the eggplant, lamb and beef ;-). If you’d like to try Malay food in lovely setting,...More";"Bijan"
"684";2019-01-02;30;"Lack of consistency";"Agree with other recent reviews. Food is not bad but it's not worth the price. Went for dinner on the 31st. Cannot complain about the service (despite it being very busy), it was actually good. So is the decoration and ambience. But those were the...More";"Bijan"
"685";2019-01-01;50;"Nice Restaurant, authentic food and friendly people";"We really enjoeyed authentic food. Spicy but interesting in a friendly athmosphere! Good appetizers, prices where ok!";"Bijan"
"686";2018-12-31;30;"Decent food but nothing special";"Took my boss from out of town here. The food was nice, the service was okay. Prices a little high though. This type of Malaysian food perhaps doesn't translate well to an expensive restaurant. At the end of the meal we spotted a rat and...More";"Bijan"
